gene_id,gene_length,gene_gccount,gene_exon_nonconstit_percent,exon_count,mean_exon_length,median_exon_length,sd_exon_length,mean_exon_gccount,median_exon_gccount,sd_exon_gccount,transcript_count,mean_trans_exon_nonconstit_percent,median_trans_exon_nonconstit_percent,sd_trans_exon_nonconstit_percent,mean_distance_between_exons,median_distance_between_exons,sd_distance_between_exons,mean_exons_per_trans,median_exons_per_trans,sd_exons_per_trans,mean_trans_length,median_trans_length,sd_trans_length,mean_trans_gccount,median_trans_gccount,sd_trans_gccount,mean_5utr_length,median_5utr_length,sd_5utr_length,mean_5utr_gccount,median_5utr_gccount,sd_5utr_gccount,mean_3utr_length,median_3utr_length,sd_3utr_length,mean_3utr_gccount,median_3utr_gccount,sd_3utr_gccount,error_level
ENSG00000122566,11603,4649,100.0,37,536.9189189189188,123.0,959.90567761104,211.37837837837841,66.0,389.4835149379347,8,100.0,100.0,0.0,1100.84375,654.0,1013.8367831251046,9.0,10.5,3.927922024247863,2994.0,2631.5,2060.9910930701,1214.125,1048.0,861.1043470036436,90.375,84.5,97.83212662515315,57.875,54.0,62.69754495079646,747.375,246.5,1095.2239089402156,254.0,79.5,375.2644781636394,high
ENSG00000134759,51113,20724,100.0,100,201.5499999999999,129.5,602.3178860523623,89.95,51.0,256.75021760930275,28,100.0,100.0,0.0,2134.017777777778,1893.0,2255.491257394392,9.035714285714286,6.0,7.244319066010188,1302.0,642.5,1606.7003915317093,570.2857142857143,283.0,696.0682627839216,25.57142857142857,0.0,68.85057818495147,14.035714285714286,0.0,33.7018321766561,299.0357142857142,0.0,1118.79622750403,127.39285714285714,0.0,478.4996102235891,low
ENSG00000158882,4806,2536,100.0,34,321.8823529411764,104.5,515.1636259455108,173.79411764705884,60.5,268.20444253340105,9,100.0,100.0,0.0,257.09433962264154,211.0,194.00190960112337,6.888888888888889,8.0,3.018461712712472,1565.7777777777778,1120.0,1041.022067222614,854.7777777777778,641.0,556.88122112749,87.55555555555556,0.0,136.4057468649242,50.44444444444444,0.0,78.498584559072,520.4444444444445,0.0,781.5939020858452,270.8888888888889,0.0,406.7285472045343,low
ENSG00000115556,29420,13937,100.0,65,246.96923076923076,159.0,276.0482277401207,124.84615384615385,89.0,129.01843748681216,15,100.0,100.0,0.0,2031.380530973451,1166.0,2373.628943797211,8.533333333333333,6.0,5.166743471011319,1768.2666666666667,860.0,1337.6487082439344,910.0,448.0,670.3082446584875,95.73333333333332,0.0,125.89307632537488,52.53333333333333,0.0,69.33136444090867,153.2,0.0,211.88211007876188,74.46666666666667,0.0,99.14626040542807,low
ENSG00000139044,103146,50603,100.0,44,273.0,101.0,489.77455658605805,159.77272727272728,57.0,290.5445459690975,6,100.0,100.0,0.0,3962.264150943396,949.0,14209.742030829713,9.833333333333334,7.5,5.776388721914987,2234.3333333333335,1327.5,2080.268123744309,1303.1666666666667,768.0,1232.338982044578,4.833333333333334,0.0,7.547626558506103,3.166666666666667,0.0,4.996665554814197,343.0,0.0,840.17498177463,204.5,0.0,500.9206523991599,low
ENSG00000087448,23021,9907,100.0,10,996.8,439.0,1566.5860121082828,483.2,221.0,614.1834326069768,4,100.0,100.0,0.0,6649.142857142857,5814.0,4008.6712440479755,2.75,2.5,0.9574271077563381,2540.5,1343.5,2824.0465647719057,1231.0,801.0,1211.7100863380372,148.5,141.5,171.8536198823483,121.0,116.5,139.91187702741084,1402.25,367.5,2323.5327090445703,543.5,185.5,846.223965626122,low
ENSG00000273494,18068,10969,100.0,54,180.42592592592595,123.5,171.51968937549444,107.48148148148148,74.0,104.59747475950691,12,100.0,100.0,0.0,1215.897435897436,725.0,1252.5755138575153,7.5,5.0,6.6400985753909625,1128.75,723.5,776.4746820200784,677.5833333333334,455.0,451.4009421856146,2.583333333333333,0.0,4.7760450228830615,0.8333333333333333,0.0,1.80067327475704,236.41666666666669,196.0,263.0701456173838,134.0,95.5,154.65856823103184,low
ENSG00000160410,14549,7788,100.0,96,146.23958333333331,117.0,100.39686981822817,90.42708333333334,75.0,61.71713824788679,28,100.0,100.0,0.0,778.3928571428573,303.0,902.2392372016852,7.0,5.0,4.698305447081328,949.9285714285713,767.0,626.0030723254052,587.0357142857143,467.0,390.5571027764065,18.178571428571427,0.0,40.760414321512684,12.357142857142856,0.0,24.99513180114507,126.57142857142858,40.5,155.06185828300875,75.46428571428571,26.0,94.702451039053,low
ENSG00000102001,28309,14963,100.0,61,134.24590163934425,111.0,88.08531011424945,74.59016393442623,59.0,48.97903532777411,6,100.0,100.0,0.0,709.5472972972973,502.0,474.0435316050535,25.666666666666668,26.0,24.475838426224886,3300.1666666666665,3263.5,2930.450574001661,1846.6666666666667,1827.0,1664.3951053360697,20.666666666666664,0.0,32.01666232864798,11.333333333333332,0.0,17.557524502806956,88.83333333333334,74.0,114.7177696203455,48.5,46.0,55.93478345358995,low
ENSG00000125520,3645,2532,100.0,28,208.60714285714283,166.5,149.47942736828105,141.46428571428572,124.5,94.02697884821544,8,100.0,100.0,0.0,280.52,106.0,273.815954003171,4.125,4.0,1.9594095320493148,859.0,630.5,454.67916474932395,577.125,440.5,300.70509402307863,6.5,0.0,18.384776310850235,5.25,0.0,14.849242404917497,64.375,0.0,182.07999615553598,38.625,0.0,109.2479976933216,low
ENSG00000131730,33113,14700,100.0,37,157.45945945945945,135.0,114.90856137589348,81.45945945945945,64.0,62.25065577280406,12,100.0,100.0,0.0,4048.881355932203,1503.0,5702.533547905811,5.916666666666667,5.0,2.745519766433814,894.9166666666666,638.0,438.6873930122437,469.8333333333333,342.0,216.05463674868463,49.0,0.0,73.47108274688756,27.833333333333336,0.0,40.28496975149402,34.58333333333333,0.0,62.56554139218304,10.75,0.0,19.447481725265753,low
ENSG00000175634,6949,4085,100.0,57,204.33333333333331,108.0,426.1342986385754,123.7543859649123,63.0,234.08646759429936,12,100.0,100.0,0.0,429.2592592592593,141.0,622.6189801511389,7.75,7.0,4.371914496377572,1243.9166666666667,755.0,1425.072850344107,747.3333333333334,473.0,823.7569515042135,50.25,0.0,113.20225262776356,35.75,0.0,71.94963516238286,208.0,0.0,396.7673923552232,129.25,0.0,247.66624352506778,low
ENSG00000111540,22771,10477,100.0,31,477.5161290322581,124.0,992.7224140704437,229.9032258064516,64.0,454.1079427359909,11,100.0,100.0,0.0,3754.916666666667,2824.0,4137.12306785421,4.2727272727272725,5.0,1.4206272622267313,1573.3636363636365,596.0,1638.3352082359258,765.3636363636364,316.0,760.6792060687965,133.27272727272728,158.0,113.5174796311924,73.72727272727272,96.0,61.06568743425544,989.1818181818182,0.0,1547.4936392878528,460.72727272727275,0.0,705.8137276801991,low
ENSG00000049759,357174,154877,100.0,124,287.9758064516129,100.0,722.8688606198331,131.79032258064507,48.0,299.68906038378543,37,100.0,100.0,0.0,13064.970443349755,2904.0,30754.44663999755,11.972972972972972,6.0,11.562598916060944,1783.891891891892,754.0,2051.971095526659,827.6756756756755,400.0,920.1229704668722,152.97297297297297,0.0,212.4750294461402,81.29729729729729,0.0,108.3030380370193,424.18918918918916,0.0,1220.6839120809339,180.32432432432432,0.0,503.1612870449997,low
ENSG00000078053,247864,97031,100.0,40,202.1,112.5,287.6742994500944,99.475,62.0,123.13594478232545,9,100.0,100.0,0.0,10670.197183098593,4199.0,17484.402251819207,8.88888888888889,5.0,7.096556285347923,1461.7777777777778,866.0,1146.6119415235673,724.4444444444445,405.0,562.9387424736175,31.666666666666668,0.0,72.79423054061361,24.777777777777782,0.0,56.45745694276748,283.8888888888889,0.0,482.6469839449026,121.0,0.0,198.21768336856326,low
ENSG00000116353,38070,18355,100.0,62,158.53225806451613,119.0,174.16740747799068,88.14516129032259,65.0,93.84952147518442,18,100.0,100.0,0.0,3970.7340425531916,2925.5,3624.8918209309777,6.222222222222222,6.5,2.1843172457464504,850.4444444444445,775.0,447.58597231635747,468.55555555555554,428.5,244.62004684870257,22.166666666666668,0.0,87.76991981043055,13.222222222222218,0.0,52.23989410352697,90.55555555555556,0.0,275.55254056963264,47.83333333333333,0.0,143.4508524158135,low
ENSG00000079337,36674,19930,100.0,96,263.08333333333326,107.0,521.4458172723963,154.67708333333334,68.0,302.2175756772687,20,100.0,100.0,0.0,1039.4193548387095,538.0,1648.7525565025464,14.95,11.0,10.565460111534238,2309.75,2136.0,1736.6918908327436,1379.15,1211.0,1040.50141126387,81.5,0.0,112.18194807402932,51.05,0.0,71.38146228464876,604.3,0.0,1088.6481283538867,354.8,0.0,635.3307965561181,low
ENSG00000184058,26891,15534,100.0,18,222.0,120.0,225.47101026648247,146.5,77.5,165.39871611991927,6,100.0,100.0,0.0,2307.444444444444,813.0,4203.728354989138,7.0,9.0,3.521363372331802,1235.0,1356.5,606.4381254505689,829.0,891.0,416.383477097735,86.0,129.0,66.61531355476757,66.0,99.0,51.1233801699379,149.33333333333331,69.5,193.75620420174076,86.5,25.5,127.53940567526571,low
ENSG00000186115,20098,9271,100.0,41,186.43902439024387,128.0,211.89538088175587,100.70731707317074,68.0,102.8472760705015,8,100.0,100.0,0.0,2139.274509803922,1405.0,1996.325014404532,7.375,6.0,4.438065859293728,1262.125,849.0,828.296088795719,691.5,481.0,417.07861540550294,36.75,16.5,47.258408171003204,22.625,9.5,30.537740116592968,266.5,138.0,315.121745180675,125.5,76.5,145.935406454852,low
ENSG00000147789,20046,10209,100.0,44,455.79545454545456,136.5,779.4657854431667,230.86363636363632,73.0,362.0268261233979,18,100.0,100.0,0.0,3632.483870967742,3848.0,3144.112435637808,4.444444444444445,5.0,1.1490262999202834,1290.0,586.5,1312.3397605265275,670.1666666666667,363.0,600.0884493629447,74.16666666666666,61.0,90.6312827436791,50.388888888888886,40.0,61.7891470471187,159.55555555555554,0.0,357.0872726119456,80.22222222222223,0.0,182.78130795009574,low
ENSG00000154144,12563,5032,100.0,38,459.44736842105266,205.5,738.8302550679002,209.44736842105266,100.0,293.0299954546136,10,100.0,100.0,0.0,1229.7142857142858,676.0,1125.975169945294,5.9,7.0,2.6853512081497106,2006.0,1721.5,1317.68964479501,918.3,806.0,540.4039744076237,94.0,45.0,105.70504035075884,65.1,32.5,72.82314955500834,895.1,0.0,1358.7973808564036,366.7,0.0,547.4626420537245,low
